title,artist,youtubeVideoId,appleMusicTrackId,appleMusicPreviewUrl,deezerTrackId,deezerPreviewUrl,durationSec,themes,lyrics
OGS,頑童MJ116,dXgmoqhJIak,1818988555,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/a8/c6/62/a8c66254-3cf1-5eca-f989-88f0823548c6/mzaf_16142101137388939312.plus.aac.p.m4a,,,161,華語流行;說唱饒舌;R&B與節奏感;熱血青春;城市夜行;通勤歌單,
SPOTLIGHT,頑童MJ116,Mq8l66UNjtk,1312736620,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/4a/d8/3a/4ad83a50-7e30-5261-4fad-079f8dba861d/mzaf_13448526502260811529.plus.aac.p.m4a,,,215,華語流行;說唱饒舌;R&B與節奏感;熱血青春;城市夜行;通勤歌單,
Sweet Baby,頑童MJ116,jPw-GeTR-7c,,,,,183,華語流行;說唱饒舌;R&B與節奏感;告白甜歌;熱血青春;城市夜行;通勤歌單,
兄弟們要進城 Rollin' to Town,頑童MJ116,hOcUZRKL6Yc,,,,,172,華語流行;說唱饒舌;R&B與節奏感;熱血青春;城市夜行;通勤歌單,
少年董Don,頑童MJ116,yLDtq0nyDsk,1452774096,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/c0/c7/86/c0c78679-51a2-4b34-7c35-e551132dd509/mzaf_6375134010591615604.plus.aac.p.m4a,,,193,華語流行;說唱饒舌;R&B與節奏感;熱血青春;城市夜行;通勤歌單,
海嶼你,馬也_Crabbit,XrvMc5tFBEM,1692508528,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/2e/9f/a6/2e9fa6f3-09ac-3814-77a8-27da6a8ce4ac/mzaf_3447014180564561992.plus.aac.p.m4a,,,297,抖音神曲;通勤歌單;聚會合唱;失戀療傷;深夜EMO,
消散的味道,高旭,E_tAEthisWA,1802538094,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/04/42/f6/0442f650-bee9-9893-01de-9c04bfe63cc1/mzaf_17634430838512743338.plus.aac.p.m4a,,,181,抖音神曲,
Be Alright,高爾宣 OSN,bMEn7EswYx4,1443762605,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/9e/ae/e9/9eaee9fb-9976-0d86-cfa0-ded634eecbdc/mzaf_11508468818724334637.plus.aac.p.m4a,3187286141,"https://cdnt-preview.dzcdn.net/api/1/1/5/d/1/0/5d12f842b8e2d4443a1dc0b574a29481.mp3?hdnea=exp=1789845361~acl=/api/1/1/5/d/1/0/5d12f842b8e2d4443a1dc0b574a29481.mp3*~data=user_id=0,application_id=42~hmac=13ab606ec227e09a6f5a99c36fc6ecccdc8223e351553ab75923c69291ef329a",206,說唱饒舌,
Hold On,高爾宣 OSN,Ii0T-ZWjozg,1750685691,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/aa/e6/e6/aae6e6e6-0d21-6441-37ed-ddc305627320/mzaf_10460514723902123198.plus.aac.p.m4a,2834951842,"https://cdnt-preview.dzcdn.net/api/1/1/f/2/f/0/f2f9f619c6a7d79d05fbdfcc314866ae.mp3?hdnea=exp=1789845363~acl=/api/1/1/f/2/f/0/f2f9f619c6a7d79d05fbdfcc314866ae.mp3*~data=user_id=0,application_id=42~hmac=2682eb25017e84f4bd212645c82192fbccab189d2ac1d457cd1962804e28b857",181,華語流行;說唱饒舌;R&B與節奏感;熱血青春;城市夜行;通勤歌單,
So Bad,高爾宣 OSN,kTNNPbVFNHQ,1460167117,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/59/ef/b6/59efb655-4096-940d-2d99-91966d452f96/mzaf_9969571421259263049.plus.aac.p.m4a,3179651841,"https://cdnt-preview.dzcdn.net/api/1/1/f/d/c/0/fdc88cdfb20608e4281aa7950d419ce7.mp3?hdnea=exp=1789845365~acl=/api/1/1/f/d/c/0/fdc88cdfb20608e4281aa7950d419ce7.mp3*~data=user_id=0,application_id=42~hmac=98e1e8bea73124f3a498330d4a05a415d3a2441a7e0e41bdee2f8861ea7399a2",173,華語流行;說唱饒舌;R&B與節奏感;熱血青春;城市夜行;通勤歌單,
Why You Gonna Lie?,高爾宣 OSN,nEpF6ISYdM0,1460167117,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/59/ef/b6/59efb655-4096-940d-2d99-91966d452f96/mzaf_9969571421259263049.plus.aac.p.m4a,3187286121,"https://cdnt-preview.dzcdn.net/api/1/1/f/4/e/0/f4e4b7e76fcc56229d4de17bc0793064.mp3?hdnea=exp=1789845368~acl=/api/1/1/f/4/e/0/f4e4b7e76fcc56229d4de17bc0793064.mp3*~data=user_id=0,application_id=42~hmac=42d5d08643cce9e77bbf225f30af44e442b5bf7d62c18c4cac7e5f05fa271d3d",174,華語流行;說唱饒舌;R&B與節奏感;熱血青春;城市夜行;通勤歌單,
Without You,高爾宣 OSN,HQDDlgGy2hg,1460167117,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/59/ef/b6/59efb655-4096-940d-2d99-91966d452f96/mzaf_9969571421259263049.plus.aac.p.m4a,3179994001,"https://cdnt-preview.dzcdn.net/api/1/1/9/a/4/0/9a43e80a6a46e438defc7514e56b6e12.mp3?hdnea=exp=1789845370~acl=/api/1/1/9/a/4/0/9a43e80a6a46e438defc7514e56b6e12.mp3*~data=user_id=0,application_id=42~hmac=cd5ac45ed11d35eff8a3b58b7a2b8b31f63c52b476b9c173639de24dbd79161f",176,華語流行;說唱饒舌;R&B與節奏感;熱血青春;城市夜行;通勤歌單,
最後一次,高爾宣 OSN,ZFcp9UBct0Y,1454038193,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/c4/a4/26/c4a4266e-b33f-0f2e-7d86-0e8dc8fb7fbe/mzaf_5834468482053672126.plus.aac.p.m4a,3179985401,"https://cdnt-preview.dzcdn.net/api/1/1/9/7/d/0/97d1260b1c127152e6916c55029ff9ed.mp3?hdnea=exp=1789845373~acl=/api/1/1/9/7/d/0/97d1260b1c127152e6916c55029ff9ed.mp3*~data=user_id=0,application_id=42~hmac=51ba36d7a4844c2bce535ed311037a3a08fc7edd53a81be75023cec4caa71863",166,華語流行;說唱饒舌;R&B與節奏感;失戀療傷;深夜EMO;熱血青春;城市夜行;通勤歌單,
你怎麼捨得我難過,黃品源,tTotj760NCA,1092384560,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/52/ac/80/52ac8031-f50c-d4c6-3e85-9ca762d4b700/mzaf_1528994736526592575.plus.aac.p.m4a,,,262,華語流行;經典必聽;KTV必唱;跨年代金曲;失戀療傷;深夜EMO,
